SUBDIVISION,YEAR,MONTH,AVG_RAIN
HARYANA DELHI & CHANDIGARH,1965,APR,8.6
HARYANA DELHI & CHANDIGARH,1966,APR,1.7
HARYANA DELHI & CHANDIGARH,1967,APR,0.9
HARYANA DELHI & CHANDIGARH,1968,APR,0
HARYANA DELHI & CHANDIGARH,1969,APR,3.6
HARYANA DELHI & CHANDIGARH,1970,APR,0
HARYANA DELHI & CHANDIGARH,1971,APR,7.5
HARYANA DELHI & CHANDIGARH,1972,APR,11.6
HARYANA DELHI & CHANDIGARH,1973,APR,0.5
HARYANA DELHI & CHANDIGARH,1974,APR,0.9
HARYANA DELHI & CHANDIGARH,1975,APR,0.3
HARYANA DELHI & CHANDIGARH,1976,APR,2.7
HARYANA DELHI & CHANDIGARH,1977,APR,22.8
HARYANA DELHI & CHANDIGARH,1978,APR,4.2
HARYANA DELHI & CHANDIGARH,1979,APR,3.5
HARYANA DELHI & CHANDIGARH,1980,APR,0.4
HARYANA DELHI & CHANDIGARH,1981,APR,0.5
HARYANA DELHI & CHANDIGARH,1982,APR,33.1
HARYANA DELHI & CHANDIGARH,1983,APR,82.5
HARYANA DELHI & CHANDIGARH,1984,APR,2.7
HARYANA DELHI & CHANDIGARH,1985,APR,8.1
HARYANA DELHI & CHANDIGARH,1986,APR,3.3
HARYANA DELHI & CHANDIGARH,1987,APR,6.4
HARYANA DELHI & CHANDIGARH,1988,APR,3.6
HARYANA DELHI & CHANDIGARH,1989,APR,0.6
HARYANA DELHI & CHANDIGARH,1990,APR,2.2
HARYANA DELHI & CHANDIGARH,1991,APR,13.2
HARYANA DELHI & CHANDIGARH,1992,APR,1.2
HARYANA DELHI & CHANDIGARH,1993,APR,5.4
HARYANA DELHI & CHANDIGARH,1994,APR,7.6
HARYANA DELHI & CHANDIGARH,1995,APR,4.9
HARYANA DELHI & CHANDIGARH,1996,APR,0.6
HARYANA DELHI & CHANDIGARH,1997,APR,35.3
HARYANA DELHI & CHANDIGARH,1998,APR,9.1
HARYANA DELHI & CHANDIGARH,1999,APR,0
HARYANA DELHI & CHANDIGARH,2000,APR,1.3
HARYANA DELHI & CHANDIGARH,2001,APR,19.8
HARYANA DELHI & CHANDIGARH,2002,APR,1.1
HARYANA DELHI & CHANDIGARH,2003,APR,1.8
HARYANA DELHI & CHANDIGARH,2004,APR,18.1
HARYANA DELHI & CHANDIGARH,2005,APR,2.7
HARYANA DELHI & CHANDIGARH,2006,APR,0.6
HARYANA DELHI & CHANDIGARH,2007,APR,2
HARYANA DELHI & CHANDIGARH,2008,APR,13.4
HARYANA DELHI & CHANDIGARH,2009,APR,11.7
HARYANA DELHI & CHANDIGARH,2010,APR,0.8
HARYANA DELHI & CHANDIGARH,2011,APR,8.9
HARYANA DELHI & CHANDIGARH,2012,APR,11.8
HARYANA DELHI & CHANDIGARH,2013,APR,3.3
HARYANA DELHI & CHANDIGARH,2014,APR,7.5
HARYANA DELHI & CHANDIGARH,2015,APR,34.8
PUNJAB,1951,APR,10.4
PUNJAB,1952,APR,0.7
PUNJAB,1953,APR,8.2
PUNJAB,1954,APR,0.1
PUNJAB,1955,APR,20.5
PUNJAB,1956,APR,5.1
PUNJAB,1957,APR,10.6
PUNJAB,1958,APR,4.4
PUNJAB,1959,APR,4.8
PUNJAB,1960,APR,4.7
PUNJAB,1961,APR,14.2
PUNJAB,1962,APR,4.2
PUNJAB,1963,APR,3
PUNJAB,1964,APR,5.2
PUNJAB,1965,APR,21.3
PUNJAB,1966,APR,3.6
PUNJAB,1967,APR,1.8
PUNJAB,1968,APR,2.1
PUNJAB,1969,APR,12
PUNJAB,1970,APR,0.3
PUNJAB,1971,APR,11.8
PUNJAB,1972,APR,6.5
PUNJAB,1973,APR,1.8
PUNJAB,1974,APR,1.3
PUNJAB,1975,APR,1.3
PUNJAB,1976,APR,9.4
PUNJAB,1977,APR,37.1
PUNJAB,1978,APR,2.8
PUNJAB,1979,APR,6.8
PUNJAB,1980,APR,3.7
PUNJAB,1981,APR,2.2
PUNJAB,1982,APR,49.9
PUNJAB,1983,APR,113.2
PUNJAB,1984,APR,9.3
PUNJAB,1985,APR,21.2
PUNJAB,1986,APR,18.9
PUNJAB,1987,APR,14.9
PUNJAB,1988,APR,3.3
PUNJAB,1989,APR,1.7
PUNJAB,1990,APR,4.2
PUNJAB,1991,APR,34.8
PUNJAB,1992,APR,2.2
PUNJAB,1993,APR,9.4
PUNJAB,1994,APR,6.4
PUNJAB,1995,APR,8.8
PUNJAB,1996,APR,2.8
PUNJAB,1997,APR,35.8
PUNJAB,1998,APR,19.1
PUNJAB,1999,APR,0
PUNJAB,2000,APR,1.3
PUNJAB,2001,APR,24.5
PUNJAB,2002,APR,3.3
PUNJAB,2003,APR,3
PUNJAB,2004,APR,15.5
PUNJAB,2005,APR,8.4
PUNJAB,2006,APR,1.3
PUNJAB,2007,APR,10
PUNJAB,2008,APR,19.7
PUNJAB,2009,APR,14
PUNJAB,2010,APR,0.7
PUNJAB,2011,APR,17.8
PUNJAB,2012,APR,31.1
PUNJAB,2013,APR,3.4
PUNJAB,2014,APR,24.5
PUNJAB,2015,APR,29.8
HIMACHAL PRADESH,1951,APR,90.4
HIMACHAL PRADESH,1952,APR,35.2
HIMACHAL PRADESH,1953,APR,86.6
HIMACHAL PRADESH,1954,APR,13
HIMACHAL PRADESH,1955,APR,87.7
HIMACHAL PRADESH,1956,APR,58
HIMACHAL PRADESH,1957,APR,146.4
HIMACHAL PRADESH,1958,APR,61.7
HIMACHAL PRADESH,1959,APR,43.3
HIMACHAL PRADESH,1960,APR,66.2
HIMACHAL PRADESH,1961,APR,104.2
HIMACHAL PRADESH,1962,APR,102.6
HIMACHAL PRADESH,1963,APR,49.5
HIMACHAL PRADESH,1964,APR,97.7
HIMACHAL PRADESH,1965,APR,126.6
HIMACHAL PRADESH,1966,APR,77.2
HIMACHAL PRADESH,1967,APR,31.4
HIMACHAL PRADESH,1968,APR,50.9
HIMACHAL PRADESH,1969,APR,130.4
HIMACHAL PRADESH,1970,APR,7.3
HIMACHAL PRADESH,1971,APR,57.5
HIMACHAL PRADESH,1972,APR,82.1
HIMACHAL PRADESH,1973,APR,15.7
HIMACHAL PRADESH,1974,APR,24.6
HIMACHAL PRADESH,1975,APR,25.4
HIMACHAL PRADESH,1976,APR,49.1
HIMACHAL PRADESH,1977,APR,97.5
HIMACHAL PRADESH,1978,APR,53.5
HIMACHAL PRADESH,1979,APR,31.9
HIMACHAL PRADESH,1980,APR,28.5
HIMACHAL PRADESH,1981,APR,54.4
HIMACHAL PRADESH,1982,APR,146.2
HIMACHAL PRADESH,1983,APR,136.7
HIMACHAL PRADESH,1984,APR,68.6
HIMACHAL PRADESH,1985,APR,65.6
HIMACHAL PRADESH,1986,APR,105.3
HIMACHAL PRADESH,1987,APR,132.1
HIMACHAL PRADESH,1988,APR,27.2
HIMACHAL PRADESH,1989,APR,39.4
HIMACHAL PRADESH,1990,APR,52.5
HIMACHAL PRADESH,1991,APR,104.5
HIMACHAL PRADESH,1992,APR,36.9
HIMACHAL PRADESH,1993,APR,20.6
HIMACHAL PRADESH,1994,APR,131.3
HIMACHAL PRADESH,1995,APR,85.8
HIMACHAL PRADESH,1996,APR,50.6
HIMACHAL PRADESH,1997,APR,97.4
HIMACHAL PRADESH,1998,APR,71.5
HIMACHAL PRADESH,1999,APR,7.1
HIMACHAL PRADESH,2000,APR,25.6
HIMACHAL PRADESH,2001,APR,66.9
HIMACHAL PRADESH,2002,APR,124
HIMACHAL PRADESH,2003,APR,52.9
HIMACHAL PRADESH,2004,APR,54.7
HIMACHAL PRADESH,2005,APR,35.2
HIMACHAL PRADESH,2006,APR,44.3
HIMACHAL PRADESH,2007,APR,9.6
HIMACHAL PRADESH,2008,APR,44.4
HIMACHAL PRADESH,2009,APR,91.2
HIMACHAL PRADESH,2010,APR,60.3
HIMACHAL PRADESH,2011,APR,62.4
HIMACHAL PRADESH,2012,APR,55.9
HIMACHAL PRADESH,2013,APR,28.9
HIMACHAL PRADESH,2014,APR,60.6
HIMACHAL PRADESH,2015,APR,84.9
WEST RAJASTHAN,1951,APR,5.1
WEST RAJASTHAN,1952,APR,0.4
WEST RAJASTHAN,1953,APR,0.8
WEST RAJASTHAN,1954,APR,0
WEST RAJASTHAN,1955,APR,0.9
WEST RAJASTHAN,1956,APR,1
WEST RAJASTHAN,1957,APR,0.2
WEST RAJASTHAN,1958,APR,0.4
WEST RAJASTHAN,1959,APR,5
WEST RAJASTHAN,1960,APR,0.2
WEST RAJASTHAN,1961,APR,5.6
WEST RAJASTHAN,1962,APR,2.3
WEST RAJASTHAN,1963,APR,1.5
WEST RAJASTHAN,1964,APR,0.4
WEST RAJASTHAN,1965,APR,2.7
WEST RAJASTHAN,1966,APR,0.1
WEST RAJASTHAN,1967,APR,2.1
WEST RAJASTHAN,1968,APR,0
WEST RAJASTHAN,1969,APR,1
WEST RAJASTHAN,1970,APR,0.2
WEST RAJASTHAN,1971,APR,1.1
WEST RAJASTHAN,1972,APR,2.4
WEST RAJASTHAN,1973,APR,0
WEST RAJASTHAN,1974,APR,1
WEST RAJASTHAN,1975,APR,0.1
WEST RAJASTHAN,1976,APR,2
WEST RAJASTHAN,1977,APR,4.9
WEST RAJASTHAN,1978,APR,5.3
WEST RAJASTHAN,1979,APR,0.7
WEST RAJASTHAN,1980,APR,0.4
WEST RAJASTHAN,1981,APR,0
WEST RAJASTHAN,1982,APR,27.7
WEST RAJASTHAN,1983,APR,36.1
WEST RAJASTHAN,1984,APR,1.1
WEST RAJASTHAN,1985,APR,8.9
WEST RAJASTHAN,1986,APR,0.3
WEST RAJASTHAN,1987,APR,0.9
WEST RAJASTHAN,1988,APR,3.2
WEST RAJASTHAN,1989,APR,1
WEST RAJASTHAN,1990,APR,1.4
WEST RAJASTHAN,1991,APR,13.6
WEST RAJASTHAN,1992,APR,0.7
WEST RAJASTHAN,1993,APR,3
WEST RAJASTHAN,1994,APR,9.9
WEST RAJASTHAN,1995,APR,3
WEST RAJASTHAN,1996,APR,2.3
WEST RAJASTHAN,1997,APR,10.6
WEST RAJASTHAN,1998,APR,5.6
WEST RAJASTHAN,1999,APR,0
WEST RAJASTHAN,2000,APR,3.1
WEST RAJASTHAN,2001,APR,9.5
WEST RAJASTHAN,2002,APR,1.4
WEST RAJASTHAN,2003,APR,0.4
WEST RAJASTHAN,2004,APR,4.8
WEST RAJASTHAN,2005,APR,6.3
WEST RAJASTHAN,2006,APR,3.4
WEST RAJASTHAN,2007,APR,2.3
WEST RAJASTHAN,2008,APR,18.2
WEST RAJASTHAN,2009,APR,1.6
WEST RAJASTHAN,2010,APR,0.6
WEST RAJASTHAN,2011,APR,1.5
WEST RAJASTHAN,2012,APR,9.5
WEST RAJASTHAN,2013,APR,3.1
WEST RAJASTHAN,2014,APR,8.4
WEST RAJASTHAN,2015,APR,25.2
EAST RAJASTHAN,1901,APR,0.7
EAST RAJASTHAN,1902,APR,1.8
EAST RAJASTHAN,1903,APR,0.1
EAST RAJASTHAN,1904,APR,0.2
EAST RAJASTHAN,1905,APR,1.6
EAST RAJASTHAN,1906,APR,0
EAST RAJASTHAN,1907,APR,14.3
EAST RAJASTHAN,1908,APR,0.4
EAST RAJASTHAN,1909,APR,43.2
EAST RAJASTHAN,1910,APR,1.9
EAST RAJASTHAN,1911,APR,0.7
EAST RAJASTHAN,1912,APR,2.7
EAST RAJASTHAN,1913,APR,0.1
EAST RAJASTHAN,1914,APR,2
EAST RAJASTHAN,1915,APR,2.3
EAST RAJASTHAN,1916,APR,0.3
EAST RAJASTHAN,1917,APR,11
EAST RAJASTHAN,1918,APR,0.7
EAST RAJASTHAN,1919,APR,5.3
EAST RAJASTHAN,1920,APR,0.5
EAST RAJASTHAN,1921,APR,0.2
EAST RAJASTHAN,1922,APR,0.3
EAST RAJASTHAN,1923,APR,0.6
EAST RAJASTHAN,1924,APR,0.1
EAST RAJASTHAN,1925,APR,0.1
EAST RAJASTHAN,1926,APR,2.5
EAST RAJASTHAN,1927,APR,1.9
EAST RAJASTHAN,1928,APR,0.1
EAST RAJASTHAN,1929,APR,4
EAST RAJASTHAN,1930,APR,0.4
EAST RAJASTHAN,1931,APR,0.1
EAST RAJASTHAN,1932,APR,5.4
EAST RAJASTHAN,1933,APR,22.3
EAST RAJASTHAN,1934,APR,0.3
EAST RAJASTHAN,1935,APR,10.5
EAST RAJASTHAN,1936,APR,0.3
EAST RAJASTHAN,1937,APR,1
EAST RAJASTHAN,1938,APR,0.1
EAST RAJASTHAN,1939,APR,0
EAST RAJASTHAN,1940,APR,2.1
EAST RAJASTHAN,1941,APR,0
EAST RAJASTHAN,1942,APR,2.1
EAST RAJASTHAN,1943,APR,4.8
EAST RAJASTHAN,1944,APR,7.9
EAST RAJASTHAN,1945,APR,6.8
EAST RAJASTHAN,1946,APR,1.4
EAST RAJASTHAN,1947,APR,0.5
EAST RAJASTHAN,1948,APR,0.3
EAST RAJASTHAN,1949,APR,0.2
EAST RAJASTHAN,1950,APR,0
EAST RAJASTHAN,1951,APR,2.8
EAST RAJASTHAN,1952,APR,2.1
EAST RAJASTHAN,1953,APR,1.4
EAST RAJASTHAN,1954,APR,0
EAST RAJASTHAN,1955,APR,0
EAST RAJASTHAN,1956,APR,0.2
EAST RAJASTHAN,1957,APR,0.6
EAST RAJASTHAN,1958,APR,0.5
EAST RAJASTHAN,1959,APR,3.8
EAST RAJASTHAN,1960,APR,1.2
EAST RAJASTHAN,1961,APR,0.6
EAST RAJASTHAN,1962,APR,2.1
EAST RAJASTHAN,1963,APR,2.7
EAST RAJASTHAN,1964,APR,0.1
EAST RAJASTHAN,1965,APR,3.1
EAST RAJASTHAN,1966,APR,0
EAST RAJASTHAN,1967,APR,1.4
EAST RAJASTHAN,1968,APR,0.1
EAST RAJASTHAN,1969,APR,1.9
EAST RAJASTHAN,1970,APR,0.1
EAST RAJASTHAN,1971,APR,1.2
EAST RAJASTHAN,1972,APR,1.1
EAST RAJASTHAN,1973,APR,0.1
EAST RAJASTHAN,1974,APR,0.2
EAST RAJASTHAN,1975,APR,0.2
EAST RAJASTHAN,1976,APR,1.4
EAST RAJASTHAN,1977,APR,6.4
EAST RAJASTHAN,1978,APR,2.5
EAST RAJASTHAN,1979,APR,0.9
EAST RAJASTHAN,1980,APR,0.1
EAST RAJASTHAN,1981,APR,0.2
EAST RAJASTHAN,1982,APR,16.6
EAST RAJASTHAN,1983,APR,29.4
EAST RAJASTHAN,1984,APR,0.3
EAST RAJASTHAN,1985,APR,3.9
EAST RAJASTHAN,1986,APR,0.6
EAST RAJASTHAN,1987,APR,0.1
EAST RAJASTHAN,1988,APR,4.3
EAST RAJASTHAN,1989,APR,0.1
EAST RAJASTHAN,1990,APR,0.7
EAST RAJASTHAN,1991,APR,11
EAST RAJASTHAN,1992,APR,0.5
EAST RAJASTHAN,1993,APR,4
EAST RAJASTHAN,1994,APR,7.1
EAST RAJASTHAN,1995,APR,0.7
EAST RAJASTHAN,1996,APR,3
EAST RAJASTHAN,1997,APR,10.2
EAST RAJASTHAN,1998,APR,3.4
EAST RAJASTHAN,1999,APR,0.1
EAST RAJASTHAN,2000,APR,2.3
EAST RAJASTHAN,2001,APR,6.4
EAST RAJASTHAN,2002,APR,1.2
EAST RAJASTHAN,2003,APR,0.2
EAST RAJASTHAN,2004,APR,2.2
EAST RAJASTHAN,2005,APR,6.2
EAST RAJASTHAN,2006,APR,0.4
EAST RAJASTHAN,2007,APR,1.5
EAST RAJASTHAN,2008,APR,9
EAST RAJASTHAN,2009,APR,0.2
EAST RAJASTHAN,2010,APR,0.4
EAST RAJASTHAN,2011,APR,0.5
EAST RAJASTHAN,2012,APR,3.6
EAST RAJASTHAN,2013,APR,3.2
EAST RAJASTHAN,2014,APR,7.3
EAST RAJASTHAN,2015,APR,15.9
WEST MADHYA PRADESH,1951,APR,0.5
WEST MADHYA PRADESH,1952,APR,1.7
WEST MADHYA PRADESH,1953,APR,2
WEST MADHYA PRADESH,1954,APR,0.1
WEST MADHYA PRADESH,1955,APR,1.5
WEST MADHYA PRADESH,1956,APR,0.4
WEST MADHYA PRADESH,1957,APR,5.6
WEST MADHYA PRADESH,1958,APR,3.2
WEST MADHYA PRADESH,1959,APR,4
WEST MADHYA PRADESH,1960,APR,1.4
WEST MADHYA PRADESH,1961,APR,0.7
WEST MADHYA PRADESH,1962,APR,8.4
WEST MADHYA PRADESH,1963,APR,3
WEST MADHYA PRADESH,1964,APR,0
WEST MADHYA PRADESH,1965,APR,2
WEST MADHYA PRADESH,1966,APR,0.1
WEST MADHYA PRADESH,1967,APR,2.5
WEST MADHYA PRADESH,1968,APR,1.2
WEST MADHYA PRADESH,1969,APR,0.2
WEST MADHYA PRADESH,1970,APR,0.5
WEST MADHYA PRADESH,1971,APR,2.8
WEST MADHYA PRADESH,1972,APR,0.1
WEST MADHYA PRADESH,1973,APR,0.3
WEST MADHYA PRADESH,1974,APR,0.7
WEST MADHYA PRADESH,1975,APR,0.2
WEST MADHYA PRADESH,1976,APR,3.8
WEST MADHYA PRADESH,1977,APR,3
WEST MADHYA PRADESH,1978,APR,4
WEST MADHYA PRADESH,1979,APR,0.2
WEST MADHYA PRADESH,1980,APR,0.2
WEST MADHYA PRADESH,1981,APR,0.1
WEST MADHYA PRADESH,1982,APR,2.7
WEST MADHYA PRADESH,1983,APR,13.7
WEST MADHYA PRADESH,1984,APR,0.1
WEST MADHYA PRADESH,1985,APR,4.5
WEST MADHYA PRADESH,1986,APR,0.2
WEST MADHYA PRADESH,1987,APR,0
WEST MADHYA PRADESH,1988,APR,5.1
WEST MADHYA PRADESH,1989,APR,0.2
WEST MADHYA PRADESH,1990,APR,1
WEST MADHYA PRADESH,1991,APR,3.3
WEST MADHYA PRADESH,1992,APR,0.1
WEST MADHYA PRADESH,1993,APR,0.6
WEST MADHYA PRADESH,1994,APR,5.5
WEST MADHYA PRADESH,1995,APR,1.4
WEST MADHYA PRADESH,1996,APR,0.4
WEST MADHYA PRADESH,1997,APR,4
WEST MADHYA PRADESH,1998,APR,1.9
WEST MADHYA PRADESH,1999,APR,0
WEST MADHYA PRADESH,2000,APR,0.1
WEST MADHYA PRADESH,2001,APR,6
WEST MADHYA PRADESH,2002,APR,1.7
WEST MADHYA PRADESH,2003,APR,1
WEST MADHYA PRADESH,2004,APR,0.4
WEST MADHYA PRADESH,2005,APR,6.1
WEST MADHYA PRADESH,2006,APR,3.3
WEST MADHYA PRADESH,2007,APR,0.6
WEST MADHYA PRADESH,2008,APR,2.5
WEST MADHYA PRADESH,2009,APR,1.3
WEST MADHYA PRADESH,2010,APR,0.1
WEST MADHYA PRADESH,2011,APR,1.8
WEST MADHYA PRADESH,2012,APR,0.9
WEST MADHYA PRADESH,2013,APR,2.8
WEST MADHYA PRADESH,2014,APR,1.4
WEST MADHYA PRADESH,2015,APR,13.3
EAST MADHYA PRADESH,1951,APR,16.5
EAST MADHYA PRADESH,1952,APR,2.9
EAST MADHYA PRADESH,1953,APR,7.1
EAST MADHYA PRADESH,1954,APR,3.1
EAST MADHYA PRADESH,1955,APR,3
EAST MADHYA PRADESH,1956,APR,1.7
EAST MADHYA PRADESH,1957,APR,17.9
EAST MADHYA PRADESH,1958,APR,6
EAST MADHYA PRADESH,1959,APR,8.1
EAST MADHYA PRADESH,1960,APR,6.2
EAST MADHYA PRADESH,1961,APR,5.8
EAST MADHYA PRADESH,1962,APR,9.5
EAST MADHYA PRADESH,1963,APR,16.2
EAST MADHYA PRADESH,1964,APR,1.3
EAST MADHYA PRADESH,1965,APR,12.5
EAST MADHYA PRADESH,1966,APR,0.7
EAST MADHYA PRADESH,1967,APR,1.1
EAST MADHYA PRADESH,1968,APR,3.5
EAST MADHYA PRADESH,1969,APR,0.7
EAST MADHYA PRADESH,1970,APR,1.4
EAST MADHYA PRADESH,1971,APR,13.6
EAST MADHYA PRADESH,1972,APR,2.3
EAST MADHYA PRADESH,1973,APR,1
EAST MADHYA PRADESH,1974,APR,0.1
EAST MADHYA PRADESH,1975,APR,0.1
EAST MADHYA PRADESH,1976,APR,14.6
EAST MADHYA PRADESH,1977,APR,7.4
EAST MADHYA PRADESH,1978,APR,5
EAST MADHYA PRADESH,1979,APR,0.4
EAST MADHYA PRADESH,1980,APR,0.6
EAST MADHYA PRADESH,1981,APR,2.1
EAST MADHYA PRADESH,1982,APR,1.7
EAST MADHYA PRADESH,1983,APR,7.9
EAST MADHYA PRADESH,1984,APR,3.4
EAST MADHYA PRADESH,1985,APR,5.5
EAST MADHYA PRADESH,1986,APR,1.4
EAST MADHYA PRADESH,1987,APR,0.1
EAST MADHYA PRADESH,1988,APR,5.6
EAST MADHYA PRADESH,1989,APR,0
EAST MADHYA PRADESH,1990,APR,2.1
EAST MADHYA PRADESH,1991,APR,3.4
EAST MADHYA PRADESH,1992,APR,0.4
EAST MADHYA PRADESH,1993,APR,1
EAST MADHYA PRADESH,1994,APR,9.9
EAST MADHYA PRADESH,1995,APR,3.2
EAST MADHYA PRADESH,1996,APR,1.9
EAST MADHYA PRADESH,1997,APR,7.4
EAST MADHYA PRADESH,1998,APR,5.2
EAST MADHYA PRADESH,1999,APR,0
EAST MADHYA PRADESH,2000,APR,0.1
EAST MADHYA PRADESH,2001,APR,23
EAST MADHYA PRADESH,2002,APR,0.2
EAST MADHYA PRADESH,2003,APR,1
EAST MADHYA PRADESH,2004,APR,1.7
EAST MADHYA PRADESH,2005,APR,3.4
EAST MADHYA PRADESH,2006,APR,14.2
EAST MADHYA PRADESH,2007,APR,2.9
EAST MADHYA PRADESH,2008,APR,2.5
EAST MADHYA PRADESH,2009,APR,2.7
EAST MADHYA PRADESH,2010,APR,0.7
EAST MADHYA PRADESH,2011,APR,7.1
EAST MADHYA PRADESH,2012,APR,1.1
EAST MADHYA PRADESH,2013,APR,9.5
EAST MADHYA PRADESH,2014,APR,5.1
EAST MADHYA PRADESH,2015,APR,25.8
SAURASHTRA & KUTCH,1951,APR,0.8
SAURASHTRA & KUTCH,1952,APR,0.1
SAURASHTRA & KUTCH,1953,APR,0
SAURASHTRA & KUTCH,1954,APR,0
SAURASHTRA & KUTCH,1955,APR,0
SAURASHTRA & KUTCH,1956,APR,0.2
SAURASHTRA & KUTCH,1957,APR,0.1
SAURASHTRA & KUTCH,1958,APR,3.3
SAURASHTRA & KUTCH,1959,APR,2.2
SAURASHTRA & KUTCH,1960,APR,0
SAURASHTRA & KUTCH,1961,APR,0
SAURASHTRA & KUTCH,1962,APR,0.7
SAURASHTRA & KUTCH,1963,APR,1.5
SAURASHTRA & KUTCH,1964,APR,0
SAURASHTRA & KUTCH,1965,APR,0.3
SAURASHTRA & KUTCH,1966,APR,0
SAURASHTRA & KUTCH,1967,APR,0.7
SAURASHTRA & KUTCH,1968,APR,0
SAURASHTRA & KUTCH,1969,APR,0
SAURASHTRA & KUTCH,1970,APR,0.2
SAURASHTRA & KUTCH,1971,APR,0.3
SAURASHTRA & KUTCH,1972,APR,0
SAURASHTRA & KUTCH,1973,APR,0
SAURASHTRA & KUTCH,1974,APR,0.2
SAURASHTRA & KUTCH,1975,APR,0
SAURASHTRA & KUTCH,1976,APR,0
SAURASHTRA & KUTCH,1977,APR,0
SAURASHTRA & KUTCH,1978,APR,2.5
SAURASHTRA & KUTCH,1979,APR,0
SAURASHTRA & KUTCH,1980,APR,0
SAURASHTRA & KUTCH,1981,APR,0
SAURASHTRA & KUTCH,1982,APR,0.3
SAURASHTRA & KUTCH,1983,APR,1.3
SAURASHTRA & KUTCH,1984,APR,0
SAURASHTRA & KUTCH,1985,APR,0
SAURASHTRA & KUTCH,1986,APR,0
SAURASHTRA & KUTCH,1987,APR,0
SAURASHTRA & KUTCH,1988,APR,1.1
SAURASHTRA & KUTCH,1989,APR,0
SAURASHTRA & KUTCH,1990,APR,0
SAURASHTRA & KUTCH,1991,APR,0
SAURASHTRA & KUTCH,1992,APR,0
SAURASHTRA & KUTCH,1993,APR,0
SAURASHTRA & KUTCH,1994,APR,0
SAURASHTRA & KUTCH,1995,APR,0
SAURASHTRA & KUTCH,1996,APR,0.1
SAURASHTRA & KUTCH,1997,APR,0.3
SAURASHTRA & KUTCH,1998,APR,0
SAURASHTRA & KUTCH,1999,APR,0
SAURASHTRA & KUTCH,2000,APR,0
SAURASHTRA & KUTCH,2001,APR,0.2
SAURASHTRA & KUTCH,2002,APR,0
SAURASHTRA & KUTCH,2003,APR,0
SAURASHTRA & KUTCH,2004,APR,0
SAURASHTRA & KUTCH,2005,APR,0.2
SAURASHTRA & KUTCH,2006,APR,0
SAURASHTRA & KUTCH,2007,APR,0
SAURASHTRA & KUTCH,2008,APR,0.5
SAURASHTRA & KUTCH,2009,APR,0
SAURASHTRA & KUTCH,2010,APR,0
SAURASHTRA & KUTCH,2011,APR,0
SAURASHTRA & KUTCH,2012,APR,0.2
SAURASHTRA & KUTCH,2013,APR,8.5
SAURASHTRA & KUTCH,2014,APR,0.5
SAURASHTRA & KUTCH,2015,APR,2.1
KONKAN & GOA,1951,APR,9.8
KONKAN & GOA,1952,APR,2.8
KONKAN & GOA,1953,APR,15.4
KONKAN & GOA,1954,APR,7.2
KONKAN & GOA,1955,APR,11.6
KONKAN & GOA,1956,APR,5.8
KONKAN & GOA,1957,APR,1.7
KONKAN & GOA,1958,APR,9
KONKAN & GOA,1959,APR,6
KONKAN & GOA,1960,APR,1.1
KONKAN & GOA,1961,APR,2.3
KONKAN & GOA,1962,APR,0.7
KONKAN & GOA,1963,APR,1.1
KONKAN & GOA,1964,APR,0.9
KONKAN & GOA,1965,APR,5.7
KONKAN & GOA,1966,APR,0.2
KONKAN & GOA,1967,APR,0.8
KONKAN & GOA,1968,APR,6
KONKAN & GOA,1969,APR,1.1
KONKAN & GOA,1970,APR,1.5
KONKAN & GOA,1971,APR,0.3
KONKAN & GOA,1972,APR,0.6
KONKAN & GOA,1973,APR,0
KONKAN & GOA,1974,APR,6.8
KONKAN & GOA,1975,APR,1
KONKAN & GOA,1976,APR,0.4
KONKAN & GOA,1977,APR,1.3
KONKAN & GOA,1978,APR,8.3
KONKAN & GOA,1979,APR,0
KONKAN & GOA,1980,APR,3.5
KONKAN & GOA,1981,APR,0.1
KONKAN & GOA,1982,APR,0
KONKAN & GOA,1983,APR,0.3
KONKAN & GOA,1984,APR,0.9
KONKAN & GOA,1985,APR,0.4
KONKAN & GOA,1986,APR,0.1
KONKAN & GOA,1987,APR,0.6
KONKAN & GOA,1988,APR,4.3
KONKAN & GOA,1989,APR,1
KONKAN & GOA,1990,APR,0
KONKAN & GOA,1991,APR,6.4
KONKAN & GOA,1992,APR,0
KONKAN & GOA,1993,APR,0.1
KONKAN & GOA,1994,APR,12.5
KONKAN & GOA,1995,APR,3.3
KONKAN & GOA,1996,APR,0.6
KONKAN & GOA,1997,APR,1.8
KONKAN & GOA,1998,APR,0
KONKAN & GOA,1999,APR,0
KONKAN & GOA,2000,APR,0.9
KONKAN & GOA,2001,APR,2.8
KONKAN & GOA,2002,APR,2.8
KONKAN & GOA,2003,APR,1.2
KONKAN & GOA,2004,APR,10.4
KONKAN & GOA,2005,APR,4
KONKAN & GOA,2006,APR,0
KONKAN & GOA,2007,APR,3.3
KONKAN & GOA,2008,APR,0.3
KONKAN & GOA,2009,APR,0.1
KONKAN & GOA,2010,APR,1.5
KONKAN & GOA,2011,APR,3.4
KONKAN & GOA,2012,APR,0.6
KONKAN & GOA,2013,APR,0.1
KONKAN & GOA,2014,APR,0.7
KONKAN & GOA,2015,APR,3.6
MADHYA MAHARASHTRA,1951,APR,9.3
MADHYA MAHARASHTRA,1952,APR,8.9
MADHYA MAHARASHTRA,1953,APR,24.5
MADHYA MAHARASHTRA,1954,APR,6
